filename,media_type,resolution,duration_seconds,fps,frames_analyzed,average_brightness,average_contrast,average_sharpness,cinematic_score,scene_changes,objects
cinematic_video.mp4,video,1920x1080,9.905,24.027,10,113.477,62.71,215.308,72.362,0,person
